Date,Tweet,Likes,Retweets,Sentiment,Confidence,Engagement,PopularityIndex,SentimentScore,Success,Tweet_Length,Hashtags_Count,Mentions_Count,URL_Shared,Media_Attached,Reply_Count,Retweet_Flag,Original_Tweets_Percentage,Unique_Word_Count,Positive_Word_Count,Negative_Word_Count,Neutral_Word_Count,Follower_Count,User_Verified,Political_Hashtags_Usage,Keyword_Frequency,Emotion_Score,Engagement_Per_Follower,Time_of_Day,Region
2024-01-11 08:00:00,Vijay Makkal Iyakkam rocks!,127,1,NEGATIVE,0.7526768341189131,128,0.14986737400530503,-1,0,27,0,0,0,0,15,0,1,4,0,0,27,54034,0,0,0,0.0,0.0023688788540548542,Morning,North
2024-01-11 09:00:00,Political impact of Vijay,223,76,NEGATIVE,0.8399858550446881,299,0.376657824933687,-1,0,25,0,0,0,0,78,0,1,4,0,0,25,37863,0,0,0,0.0,0.007896891424345668,Morning,North
2024-01-11 10:00:00,Vijay entry trending!,208,131,NEUTRAL,0.6014365879571173,339,0.4297082228116711,0,0,21,0,0,0,0,89,0,1,3,0,0,21,64194,0,0,0,0.0,0.005280867370782316,Morning,West
2024-01-11 11:00:00,Vijay Makkal Iyakkam rocks!,369,89,NEGATIVE,0.872814166260251,458,0.5875331564986738,-1,1,27,0,0,0,0,46,0,1,4,0,0,27,19564,1,0,0,0.0,0.02341034553261092,Morning,North
2024-01-11 12:00:00,Vijay Makkal Iyakkam rocks!,114,262,NEGATIVE,0.9978095298113534,376,0.47877984084880637,-1,0,27,0,0,0,0,43,0,1,4,0,0,27,42136,0,0,0,0.0,0.008923485855325613,Afternoon,North
2024-01-11 13:00:00,Political impact of Vijay,208,107,NEGATIVE,0.8328252503129798,315,0.3978779840848806,-1,0,25,0,0,0,0,79,0,1,4,0,0,25,96049,0,0,0,0.0,0.0032795760497246196,Afternoon,South
2024-01-11 14:00:00,Vijay entry trending!,13,73,NEUTRAL,0.7467399990364388,86,0.09416445623342175,0,0,21,0,0,0,0,13,0,1,3,0,0,21,33370,0,0,0,0.0,0.0025771651183697933,Afternoon,Central
2024-01-11 15:00:00,Political impact of Vijay,8,38,NEGATIVE,0.9615869943096323,46,0.04111405835543767,-1,0,25,0,0,0,0,92,0,1,4,0,0,25,42399,1,0,0,0.0,0.0010849312483784995,Afternoon,Central
2024-01-11 16:00:00,Vijay entry trending!,39,158,NEGATIVE,0.5079259211159382,197,0.2413793103448276,-1,0,21,0,0,0,0,23,0,1,3,0,0,21,85905,0,0,0,0.0,0.002293230894592864,Afternoon,Central
2024-01-11 17:00:00,Thalapathy Vijay is the leader!,449,70,POSITIVE,0.8649617596429106,519,0.6684350132625995,1,1,31,0,0,0,0,54,0,1,5,0,0,31,31641,1,0,1,0.0,0.016402768559780033,Evening,East
2024-01-11 18:00:00,Will Vijay succeed?,236,240,NEUTRAL,0.9443732584069064,476,0.6114058355437666,0,1,19,0,0,0,0,14,0,1,3,0,0,19,73645,1,0,0,0.0,0.006463439473148211,Evening,South
2024-01-11 19:00:00,Will Vijay succeed?,280,297,NEGATIVE,0.5308372918104787,577,0.7453580901856764,-1,1,19,0,0,0,0,82,0,1,3,0,0,19,82643,0,0,0,0.0,0.0069818375421995815,Evening,Central
2024-01-11 20:00:00,Will Vijay succeed?,358,35,POSITIVE,0.7250320852078791,393,0.5013262599469496,1,1,19,0,0,0,0,71,0,1,3,0,0,19,92098,0,0,0,0.0,0.004267193641555734,Evening,Central
2024-01-11 21:00:00,Political impact of Vijay,200,83,NEUTRAL,0.6023597269749994,283,0.35543766578249336,0,0,25,0,0,0,0,33,0,1,4,0,0,25,77178,1,0,0,0.0,0.003666848065510897,Night,South
2024-01-11 22:00:00,Thalapathy Vijay is the leader!,245,262,NEUTRAL,0.783259082793915,507,0.6525198938992043,0,1,31,0,0,0,0,1,0,1,5,0,0,31,83070,0,0,1,0.0,0.006103286384976526,Night,North
2024-01-11 23:00:00,Vijay entry trending!,277,171,NEUTRAL,0.8247714793018303,448,0.5742705570291777,0,1,21,0,0,0,0,26,0,1,3,0,0,21,29865,0,0,0,0.0,0.015000837100284613,Night,Central
2024-01-12 00:00:00,Vijay Makkal Iyakkam rocks!,234,172,NEUTRAL,0.6513115914643774,406,0.5185676392572944,0,1,27,0,0,0,0,73,0,1,4,0,0,27,23869,0,0,0,0.0,0.017009510243411956,Night,North
2024-01-12 01:00:00,Vijay entry trending!,493,46,NEUTRAL,0.7299908348390505,539,0.6949602122015915,0,1,21,0,0,0,0,98,0,1,3,0,0,21,88101,0,0,0,0.0,0.0061179782295320145,Night,Central
2024-01-12 02:00:00,Vijay Makkal Iyakkam rocks!,3,140,NEUTRAL,0.6396697426382798,143,0.16976127320954906,0,0,27,0,0,0,0,86,0,1,4,0,0,27,87504,0,0,0,0.0,0.0016342110074968,Night,West
2024-01-12 03:00:00,Vijay entry trending!,153,117,NEGATIVE,0.6846955822275569,270,0.33819628647214856,-1,0,21,0,0,0,0,71,0,1,3,0,0,21,20256,0,0,0,0.0,0.013329383886255925,Night,East
2024-01-12 04:00:00,Thalapathy Vijay is the leader!,441,276,NEGATIVE,0.5797699783442118,717,0.9310344827586207,-1,1,31,0,0,0,0,91,0,1,5,0,0,31,85936,0,0,1,0.0,0.008343418357847701,Night,Central
2024-01-12 05:00:00,Vijay Makkal Iyakkam rocks!,28,213,NEGATIVE,0.9427797217928158,241,0.29973474801061006,-1,0,27,0,0,0,0,22,0,1,4,0,0,27,50581,0,0,0,0.0,0.004764634941974259,Morning,West
2024-01-12 06:00:00,Political impact of Vijay,108,219,NEGATIVE,0.5050052052795682,327,0.41379310344827586,-1,0,25,0,0,0,0,67,0,1,4,0,0,25,13535,0,0,0,0.0,0.02415958625785002,Morning,South
2024-01-12 07:00:00,Vijay entry trending!,97,25,POSITIVE,0.9412045932218942,122,0.1419098143236074,1,0,21,0,0,0,0,13,0,1,3,0,0,21,69750,0,0,0,0.0,0.0017491039426523298,Morning,West
2024-01-12 08:00:00,Vijay entry trending!,214,8,NEGATIVE,0.7858394391748693,222,0.27453580901856767,-1,0,21,0,0,0,0,62,0,1,3,0,0,21,46436,0,0,0,0.0,0.004780773537772418,Morning,South
2024-01-12 09:00:00,Vijay Makkal Iyakkam rocks!,292,270,NEUTRAL,0.6658289220885087,562,0.7254641909814323,0,1,27,0,0,0,0,92,0,1,4,0,0,27,36235,0,0,0,0.0,0.01550986615151097,Morning,Central
2024-01-12 10:00:00,Political impact of Vijay,74,9,NEGATIVE,0.8615285627301649,83,0.09018567639257294,-1,0,25,0,0,0,0,64,0,1,4,0,0,25,73731,0,0,0,0.0,0.0011257137432016384,Morning,South
2024-01-12 11:00:00,Political impact of Vijay,325,120,NEGATIVE,0.7538760759313321,445,0.5702917771883289,-1,1,25,0,0,0,0,67,0,1,4,0,0,25,38009,0,0,0,0.0,0.011707753426819964,Morning,West
2024-01-12 12:00:00,Thalapathy Vijay is the leader!,145,124,NEUTRAL,0.7495543290538033,269,0.33687002652519893,0,0,31,0,0,0,0,62,0,1,5,0,0,31,69587,1,0,1,0.0,0.0038656645637834652,Afternoon,East
2024-01-12 13:00:00,Political impact of Vijay,127,169,NEGATIVE,0.5550711414594832,296,0.3726790450928382,-1,0,25,0,0,0,0,95,0,1,4,0,0,25,21568,0,0,0,0.0,0.013724035608308606,Afternoon,North
2024-01-12 14:00:00,Political impact of Vijay,340,71,NEGATIVE,0.6947580129727043,411,0.5251989389920424,-1,1,25,0,0,0,0,96,0,1,4,0,0,25,92709,0,0,0,0.0,0.004433226547584377,Afternoon,North
2024-01-12 15:00:00,Political impact of Vijay,41,151,NEGATIVE,0.6205321729283684,192,0.23474801061007958,-1,0,25,0,0,0,0,89,0,1,4,0,0,25,47755,1,0,0,0.0,0.0040205214113705375,Afternoon,East
2024-01-12 16:00:00,Will Vijay succeed?,355,207,POSITIVE,0.5078479527981399,562,0.7254641909814323,1,1,19,0,0,0,0,80,0,1,3,0,0,19,34441,1,0,0,0.0,0.0163177608083389,Afternoon,North
2024-01-12 17:00:00,Thalapathy Vijay is the leader!,40,48,NEGATIVE,0.6800498153910566,88,0.09681697612732096,-1,0,31,0,0,0,0,86,0,1,5,0,0,31,64282,0,0,1,0.0,0.0013689679848169006,Evening,Central
2024-01-12 18:00:00,Vijay entry trending!,421,153,NEUTRAL,0.5449110647128024,574,0.7413793103448276,0,1,21,0,0,0,0,63,0,1,3,0,0,21,51886,0,0,0,0.0,0.01106271441236557,Evening,Central
2024-01-12 19:00:00,Vijay Makkal Iyakkam rocks!,33,292,NEUTRAL,0.6284150188625925,325,0.41114058355437666,0,0,27,0,0,0,0,31,0,1,4,0,0,27,68404,0,0,0,0.0,0.004751184141278288,Evening,West
2024-01-12 20:00:00,Vijay entry trending!,16,67,NEGATIVE,0.5462583105915473,83,0.09018567639257294,-1,0,21,0,0,0,0,78,0,1,3,0,0,21,46614,0,0,0,0.0,0.001780580941348093,Evening,West
2024-01-12 21:00:00,Thalapathy Vijay is the leader!,164,49,NEGATIVE,0.5504708127781994,213,0.2625994694960212,-1,0,31,0,0,0,0,12,0,1,5,0,0,31,34079,0,0,1,0.0,0.006250183397400158,Night,South
2024-01-12 22:00:00,Vijay Makkal Iyakkam rocks!,152,151,NEGATIVE,0.5995056472075941,303,0.3819628647214854,-1,0,27,0,0,0,0,65,0,1,4,0,0,27,90987,0,0,0,0.0,0.0033301460648224473,Night,West
2024-01-12 23:00:00,Thalapathy Vijay is the leader!,485,18,NEUTRAL,0.9999246222432,503,0.6472148541114059,0,1,31,0,0,0,0,18,0,1,5,0,0,31,81081,0,0,1,0.0,0.006203672870339537,Night,Central
2024-01-13 00:00:00,Political impact of Vijay,377,99,NEUTRAL,0.5010920714286244,476,0.6114058355437666,0,1,25,0,0,0,0,23,0,1,4,0,0,25,55207,0,0,0,0.0,0.008622095024181715,Night,West
2024-01-13 01:00:00,Vijay Makkal Iyakkam rocks!,75,59,POSITIVE,0.8193363180602027,134,0.15782493368700265,1,0,27,0,0,0,0,87,0,1,4,0,0,27,1260,0,0,0,0.0,0.10634920634920635,Night,North
2024-01-13 02:00:00,Political impact of Vijay,86,166,POSITIVE,0.5706218490132786,252,0.31432360742705573,1,0,25,0,0,0,0,10,0,1,4,0,0,25,87997,1,0,0,0.0,0.002863733990931509,Night,South
2024-01-13 03:00:00,Vijay entry trending!,116,201,POSITIVE,0.960314068355388,317,0.4005305039787798,1,0,21,0,0,0,0,58,0,1,3,0,0,21,72677,0,0,0,0.0,0.0043617650701047095,Night,South
2024-01-13 04:00:00,Vijay entry trending!,361,145,NEUTRAL,0.5468164466668146,506,0.6511936339522546,0,1,21,0,0,0,0,85,0,1,3,0,0,21,84403,1,0,0,0.0,0.005995047569399192,Night,Central
2024-01-13 05:00:00,Vijay Makkal Iyakkam rocks!,341,163,POSITIVE,0.9775315935631184,504,0.6485411140583555,1,1,27,0,0,0,0,14,0,1,4,0,0,27,10946,1,0,0,0.0,0.046044217065594736,Morning,West
2024-01-13 06:00:00,Vijay Makkal Iyakkam rocks!,468,241,NEGATIVE,0.8054631937417389,709,0.9204244031830239,-1,1,27,0,0,0,0,9,0,1,4,0,0,27,20024,0,0,0,0.0,0.03540751098681582,Morning,North
2024-01-13 07:00:00,Thalapathy Vijay is the leader!,26,68,NEGATIVE,0.5006340384577451,94,0.10477453580901856,-1,0,31,0,0,0,0,40,0,1,5,0,0,31,13982,0,0,1,0.0,0.006722929480760979,Morning,West
2024-01-13 08:00:00,Thalapathy Vijay is the leader!,312,174,NEUTRAL,0.947003598958403,486,0.6246684350132626,0,1,31,0,0,0,0,26,0,1,5,0,0,31,80374,0,0,1,0.0,0.006046731530096798,Morning,East
2024-01-13 09:00:00,Political impact of Vijay,286,48,POSITIVE,0.7608559006834592,334,0.4230769230769231,1,0,25,0,0,0,0,59,0,1,4,0,0,25,86655,0,0,0,0.0,0.003854365010674514,Morning,West
2024-01-13 10:00:00,Vijay Makkal Iyakkam rocks!,133,107,NEGATIVE,0.6313348676652423,240,0.2984084880636605,-1,0,27,0,0,0,0,72,0,1,4,0,0,27,1195,0,0,0,0.0,0.200836820083682,Morning,Central
2024-01-13 11:00:00,Vijay entry trending!,218,225,NEUTRAL,0.883639588757815,443,0.5676392572944297,0,1,21,0,0,0,0,51,0,1,3,0,0,21,41083,0,0,0,0.0,0.010783048949687218,Morning,West
2024-01-13 12:00:00,Thalapathy Vijay is the leader!,167,160,POSITIVE,0.963332776943435,327,0.41379310344827586,1,0,31,0,0,0,0,27,0,1,5,0,0,31,14223,1,0,1,0.0,0.02299093018350559,Afternoon,South
2024-01-13 13:00:00,Thalapathy Vijay is the leader!,97,118,NEGATIVE,0.741845411573397,215,0.26525198938992045,-1,0,31,0,0,0,0,64,0,1,5,0,0,31,93768,0,0,1,0.0,0.0022928930978585445,Afternoon,North
2024-01-13 14:00:00,Vijay entry trending!,267,148,POSITIVE,0.6577767372215555,415,0.5305039787798409,1,1,21,0,0,0,0,16,0,1,3,0,0,21,66715,0,0,0,0.0,0.006220490144645132,Afternoon,Central
2024-01-13 15:00:00,Thalapathy Vijay is the leader!,236,149,NEUTRAL,0.8944725619674634,385,0.4907161803713528,0,0,31,0,0,0,0,94,0,1,5,0,0,31,95293,0,0,1,0.0,0.00404017084150987,Afternoon,East
2024-01-13 16:00:00,Political impact of Vijay,308,292,POSITIVE,0.8408927488942273,600,0.7758620689655172,1,1,25,0,0,0,0,43,0,1,4,0,0,25,45378,0,0,0,0.0,0.01322226629644321,Afternoon,North
2024-01-13 17:00:00,Vijay Makkal Iyakkam rocks!,454,142,NEUTRAL,0.9443762418751362,596,0.7705570291777188,0,1,27,0,0,0,0,9,0,1,4,0,0,27,98011,1,0,0,0.0,0.006080950097438043,Evening,North
2024-01-13 18:00:00,Vijay entry trending!,393,159,POSITIVE,0.8462570063805965,552,0.7122015915119363,1,1,21,0,0,0,0,62,0,1,3,0,0,21,90390,0,0,0,0.0,0.0061068702290076335,Evening,South
2024-01-13 19:00:00,Vijay Makkal Iyakkam rocks!,172,10,NEGATIVE,0.6217641694497682,182,0.22148541114058357,-1,0,27,0,0,0,0,92,0,1,4,0,0,27,52099,0,0,0,0.0,0.003493349200560471,Evening,South
2024-01-13 20:00:00,Thalapathy Vijay is the leader!,400,137,NEUTRAL,0.9658296248795096,537,0.6923076923076923,0,1,31,0,0,0,0,81,0,1,5,0,0,31,31253,0,0,1,0.0,0.01718235049435254,Evening,South
2024-01-13 21:00:00,Thalapathy Vijay is the leader!,409,77,NEUTRAL,0.5524178736029957,486,0.6246684350132626,0,1,31,0,0,0,0,46,0,1,5,0,0,31,18444,0,0,1,0.0,0.026350032530904358,Night,Central
2024-01-13 22:00:00,Vijay entry trending!,468,76,NEUTRAL,0.6339713750534239,544,0.7015915119363395,0,1,21,0,0,0,0,37,0,1,3,0,0,21,99877,0,0,0,0.0,0.005446699440311583,Night,West
2024-01-13 23:00:00,Political impact of Vijay,475,253,POSITIVE,0.7600973038619427,728,0.9456233421750663,1,1,25,0,0,0,0,69,0,1,4,0,0,25,37756,0,0,0,0.0,0.019281703570293462,Night,North
2024-01-14 00:00:00,Will Vijay succeed?,189,257,POSITIVE,0.7828710130354507,446,0.5716180371352785,1,1,19,0,0,0,0,75,0,1,3,0,0,19,70615,0,0,0,0.0,0.006315938539970261,Night,West
2024-01-14 01:00:00,Vijay entry trending!,121,290,NEGATIVE,0.5076552933134527,411,0.5251989389920424,-1,1,21,0,0,0,0,52,0,1,3,0,0,21,1312,1,0,0,0.0,0.3132621951219512,Night,West
2024-01-14 02:00:00,Will Vijay succeed?,45,262,NEUTRAL,0.89028636291047,307,0.38726790450928383,0,0,19,0,0,0,0,77,0,1,3,0,0,19,9101,1,0,0,0.0,0.03373255686188331,Night,South
2024-01-14 03:00:00,Will Vijay succeed?,63,84,NEUTRAL,0.6808036592126947,147,0.17506631299734748,0,0,19,0,0,0,0,43,0,1,3,0,0,19,78884,0,0,0,0.0,0.0018634957659347904,Night,West
2024-01-14 04:00:00,Political impact of Vijay,129,145,POSITIVE,0.7032092705010689,274,0.34350132625994695,1,0,25,0,0,0,0,73,0,1,4,0,0,25,98823,0,0,0,0.0,0.002772633901014946,Night,North
2024-01-14 05:00:00,Will Vijay succeed?,309,41,POSITIVE,0.9046847722184728,350,0.4442970822281167,1,0,19,0,0,0,0,53,0,1,3,0,0,19,81244,0,0,0,0.0,0.0043080104376938605,Morning,North
2024-01-14 06:00:00,Will Vijay succeed?,362,124,NEGATIVE,0.6896416958637723,486,0.6246684350132626,-1,1,19,0,0,0,0,19,0,1,3,0,0,19,36527,0,0,0,0.0,0.013305226270977633,Morning,East
2024-01-14 07:00:00,Political impact of Vijay,192,166,NEGATIVE,0.5236124382473775,358,0.45490716180371354,-1,0,25,0,0,0,0,78,0,1,4,0,0,25,31468,0,0,0,0.0,0.011376636583195628,Morning,Central
2024-01-14 08:00:00,Will Vijay succeed?,306,240,POSITIVE,0.5882198852351752,546,0.7042440318302388,1,1,19,0,0,0,0,30,0,1,3,0,0,19,70919,0,0,0,0.0,0.0076989241247056505,Morning,West
2024-01-14 09:00:00,Will Vijay succeed?,180,279,NEUTRAL,0.9779515861940912,459,0.5888594164456233,0,1,19,0,0,0,0,6,0,1,3,0,0,19,61260,0,0,0,0.0,0.007492654260528893,Morning,Central
2024-01-14 10:00:00,Will Vijay succeed?,291,187,NEGATIVE,0.5352026812012571,478,0.6140583554376657,-1,1,19,0,0,0,0,57,0,1,3,0,0,19,25954,0,0,0,0.0,0.018417199660938584,Morning,Central
2024-01-14 11:00:00,Vijay entry trending!,370,18,POSITIVE,0.6774656004840081,388,0.4946949602122016,1,0,21,0,0,0,0,9,0,1,3,0,0,21,10815,0,0,0,0.0,0.035876098012020345,Morning,Central
2024-01-14 12:00:00,Vijay entry trending!,281,67,POSITIVE,0.7515895835256723,348,0.4416445623342175,1,0,21,0,0,0,0,9,0,1,3,0,0,21,81801,0,0,0,0.0,0.004254226720944732,Afternoon,Central
2024-01-14 13:00:00,Vijay entry trending!,28,217,NEUTRAL,0.74664041366928,245,0.3050397877984085,0,0,21,0,0,0,0,38,0,1,3,0,0,21,58884,0,0,0,0.0,0.0041607227769852595,Afternoon,North
2024-01-14 14:00:00,Political impact of Vijay,148,101,POSITIVE,0.5019799715060713,249,0.3103448275862069,1,0,25,0,0,0,0,27,0,1,4,0,0,25,99744,0,0,0,0.0,0.002496390760346487,Afternoon,West
2024-01-14 15:00:00,Thalapathy Vijay is the leader!,266,41,POSITIVE,0.7505813657287452,307,0.38726790450928383,1,0,31,0,0,0,0,29,0,1,5,0,0,31,26897,1,0,1,0.0,0.01141391233223036,Afternoon,East
2024-01-14 16:00:00,Will Vijay succeed?,295,287,NEGATIVE,0.6918862289887047,582,0.7519893899204244,-1,1,19,0,0,0,0,36,0,1,3,0,0,19,47673,0,0,0,0.0,0.01220816814549116,Afternoon,Central
2024-01-14 17:00:00,Will Vijay succeed?,10,166,POSITIVE,0.9860396677372786,176,0.21352785145888595,1,0,19,0,0,0,0,66,0,1,3,0,0,19,76220,0,0,0,0.0,0.0023091052217265808,Evening,East
2024-01-14 18:00:00,Political impact of Vijay,163,108,POSITIVE,0.579579541996915,271,0.3395225464190981,1,0,25,0,0,0,0,42,0,1,4,0,0,25,14880,0,0,0,0.0,0.01821236559139785,Evening,North
2024-01-14 19:00:00,Will Vijay succeed?,112,35,NEGATIVE,0.6770770983797475,147,0.17506631299734748,-1,0,19,0,0,0,0,78,0,1,3,0,0,19,38005,0,0,0,0.0,0.0038679121168267334,Evening,North
2024-01-14 20:00:00,Vijay entry trending!,186,231,NEUTRAL,0.7097407425449098,417,0.53315649867374,0,1,21,0,0,0,0,84,0,1,3,0,0,21,21673,0,0,0,0.0,0.019240529691321,Evening,South
2024-01-14 21:00:00,Thalapathy Vijay is the leader!,294,228,NEUTRAL,0.6953467685504744,522,0.6724137931034483,0,1,31,0,0,0,0,51,0,1,5,0,0,31,33459,0,0,1,0.0,0.015601183538061508,Night,Central
2024-01-14 22:00:00,Vijay Makkal Iyakkam rocks!,231,163,NEGATIVE,0.8329154138259313,394,0.5026525198938993,-1,1,27,0,0,0,0,55,0,1,4,0,0,27,66162,0,0,0,0.0,0.005955079955261329,Night,South
2024-01-14 23:00:00,Will Vijay succeed?,226,72,NEGATIVE,0.6077564287738844,298,0.3753315649867374,-1,0,19,0,0,0,0,75,0,1,3,0,0,19,73491,0,0,0,0.0,0.0040549182893143375,Night,East
2024-01-15 00:00:00,Vijay entry trending!,309,135,NEUTRAL,0.6105357764069959,444,0.5689655172413793,0,1,21,0,0,0,0,67,0,1,3,0,0,21,43563,0,0,0,0.0,0.010192135527856208,Night,West
2024-01-15 01:00:00,Vijay Makkal Iyakkam rocks!,97,69,NEUTRAL,0.8646054742504266,166,0.2002652519893899,0,0,27,0,0,0,0,8,0,1,4,0,0,27,99696,0,0,0,0.0,0.0016650617878350184,Night,South
2024-01-15 02:00:00,Thalapathy Vijay is the leader!,54,195,NEUTRAL,0.7501452593390898,249,0.3103448275862069,0,0,31,0,0,0,0,91,0,1,5,0,0,31,95118,0,0,1,0.0,0.002617801047120419,Night,North
2024-01-15 03:00:00,Vijay Makkal Iyakkam rocks!,110,268,NEUTRAL,0.7075778380286553,378,0.48143236074270557,0,0,27,0,0,0,0,22,0,1,4,0,0,27,16671,0,0,0,0.0,0.02267410473276948,Night,Central
2024-01-15 04:00:00,Vijay entry trending!,151,48,NEUTRAL,0.5846015258386259,199,0.2440318302387268,0,0,21,0,0,0,0,62,0,1,3,0,0,21,97376,0,0,0,0.0,0.0020436247124548143,Night,East
2024-01-15 05:00:00,Vijay Makkal Iyakkam rocks!,245,129,NEGATIVE,0.5937636114560834,374,0.4761273209549072,-1,0,27,0,0,0,0,60,0,1,4,0,0,27,19242,0,0,0,0.0,0.01943664899698576,Morning,North
2024-01-15 06:00:00,Political impact of Vijay,405,4,POSITIVE,0.5052758184079502,409,0.5225464190981433,1,1,25,0,0,0,0,39,0,1,4,0,0,25,25204,0,0,0,0.0,0.0162275829233455,Morning,West
2024-01-15 07:00:00,Vijay Makkal Iyakkam rocks!,68,26,NEUTRAL,0.5457131344308546,94,0.10477453580901856,0,0,27,0,0,0,0,43,0,1,4,0,0,27,8725,0,0,0,0.0,0.010773638968481375,Morning,Central
2024-01-15 08:00:00,Will Vijay succeed?,311,159,NEUTRAL,0.7784193473451205,470,0.603448275862069,0,1,19,0,0,0,0,85,0,1,3,0,0,19,39299,0,0,0,0.0,0.011959591847120792,Morning,West
2024-01-15 09:00:00,Will Vijay succeed?,288,148,POSITIVE,0.9459365650042048,436,0.5583554376657824,1,1,19,0,0,0,0,23,0,1,3,0,0,19,16026,0,0,0,0.0,0.02720579059029078,Morning,West
2024-01-15 10:00:00,Political impact of Vijay,249,263,POSITIVE,0.6435823825652787,512,0.6591511936339522,1,1,25,0,0,0,0,50,0,1,4,0,0,25,31318,0,0,0,0.0,0.016348425825403922,Morning,Central
2024-01-15 11:00:00,Vijay entry trending!,35,229,POSITIVE,0.663873612948064,264,0.3302387267904509,1,0,21,0,0,0,0,57,0,1,3,0,0,21,44572,1,0,0,0.0,0.005923000987166831,Morning,Central
2024-01-15 12:00:00,Will Vijay succeed?,238,199,POSITIVE,0.5578028053057561,437,0.5596816976127321,1,1,19,0,0,0,0,89,0,1,3,0,0,19,92016,0,0,0,0.0,0.004749174056685794,Afternoon,West
2024-01-15 13:00:00,Thalapathy Vijay is the leader!,147,49,POSITIVE,0.6943154728035514,196,0.24005305039787797,1,0,31,0,0,0,0,93,0,1,5,0,0,31,20666,0,0,1,0.0,0.009484176908932546,Afternoon,East
2024-01-15 14:00:00,Will Vijay succeed?,466,66,POSITIVE,0.5186108522846646,532,0.6856763925729443,1,1,19,0,0,0,0,32,0,1,3,0,0,19,56225,0,0,0,0.0,0.009461983103601601,Afternoon,Central
2024-01-15 15:00:00,Will Vijay succeed?,226,299,NEGATIVE,0.9588003481309502,525,0.6763925729442971,-1,1,19,0,0,0,0,15,0,1,3,0,0,19,33305,0,0,0,0.0,0.0157633988890557,Afternoon,North
2024-01-15 16:00:00,Vijay entry trending!,243,57,POSITIVE,0.8365556740622644,300,0.3779840848806366,1,0,21,0,0,0,0,21,0,1,3,0,0,21,29817,0,0,0,0.0,0.010061374383740818,Afternoon,South
2024-01-15 17:00:00,Vijay Makkal Iyakkam rocks!,490,258,POSITIVE,0.9953744046966094,748,0.9721485411140584,1,1,27,0,0,0,0,56,0,1,4,0,0,27,50084,0,0,0,0.0,0.014934909352288157,Evening,East
2024-01-15 18:00:00,Will Vijay succeed?,336,129,NEGATIVE,0.9414115813392469,465,0.596816976127321,-1,1,19,0,0,0,0,61,0,1,3,0,0,19,25235,0,0,0,0.0,0.01842678819100456,Evening,Central
2024-01-15 19:00:00,Political impact of Vijay,445,214,POSITIVE,0.7364952968490763,659,0.8541114058355438,1,1,25,0,0,0,0,81,0,1,4,0,0,25,28264,0,0,0,0.0,0.023315878856495897,Evening,Central
2024-01-15 20:00:00,Vijay Makkal Iyakkam rocks!,364,171,NEUTRAL,0.7598425155751884,535,0.6896551724137931,0,1,27,0,0,0,0,70,0,1,4,0,0,27,74589,0,0,0,0.0,0.007172639397230155,Evening,East
2024-01-15 21:00:00,Thalapathy Vijay is the leader!,490,257,NEUTRAL,0.5952880232585969,747,0.9708222811671088,0,1,31,0,0,0,0,89,0,1,5,0,0,31,38662,0,0,1,0.0,0.019321297397961824,Night,South
2024-01-15 22:00:00,Vijay entry trending!,481,101,POSITIVE,0.7310196714197779,582,0.7519893899204244,1,1,21,0,0,0,0,71,0,1,3,0,0,21,69210,0,0,0,0.0,0.008409189423493715,Night,West
2024-01-15 23:00:00,Thalapathy Vijay is the leader!,200,208,NEGATIVE,0.9515139367464058,408,0.5212201591511937,-1,1,31,0,0,0,0,69,0,1,5,0,0,31,20269,0,0,1,0.0,0.020129261433716513,Night,North
2024-01-16 00:00:00,Vijay Makkal Iyakkam rocks!,153,290,NEUTRAL,0.5254267118179106,443,0.5676392572944297,0,1,27,0,0,0,0,29,0,1,4,0,0,27,59958,0,0,0,0.0,0.0073885052870342575,Night,Central
2024-01-16 01:00:00,Vijay Makkal Iyakkam rocks!,449,285,NEGATIVE,0.9317784014991548,734,0.9535809018567639,-1,1,27,0,0,0,0,22,0,1,4,0,0,27,21704,0,0,0,0.0,0.03381865093991891,Night,South
2024-01-16 02:00:00,Vijay Makkal Iyakkam rocks!,72,115,NEUTRAL,0.6704739008213049,187,0.22811671087533156,0,0,27,0,0,0,0,31,0,1,4,0,0,27,89770,0,0,0,0.0,0.0020831012587724184,Night,North
2024-01-16 03:00:00,Thalapathy Vijay is the leader!,200,263,POSITIVE,0.949756382548155,463,0.5941644562334217,1,1,31,0,0,0,0,85,0,1,5,0,0,31,88838,1,0,1,0.0,0.005211733717553299,Night,East
2024-01-16 04:00:00,Vijay Makkal Iyakkam rocks!,295,149,NEGATIVE,0.9704399531707424,444,0.5689655172413793,-1,1,27,0,0,0,0,56,0,1,4,0,0,27,784,0,0,0,0.0,0.5663265306122449,Night,Central
2024-01-16 05:00:00,Thalapathy Vijay is the leader!,16,299,NEGATIVE,0.835432443500953,315,0.3978779840848806,-1,0,31,0,0,0,0,8,0,1,5,0,0,31,8107,0,0,1,0.0,0.03885531022573085,Morning,West
2024-01-16 06:00:00,Vijay Makkal Iyakkam rocks!,128,35,NEGATIVE,0.8322118932963389,163,0.1962864721485411,-1,0,27,0,0,0,0,30,0,1,4,0,0,27,41887,0,0,0,0.0,0.00389142215961993,Morning,East
2024-01-16 07:00:00,Political impact of Vijay,216,286,NEUTRAL,0.7263771688543701,502,0.6458885941644562,0,1,25,0,0,0,0,70,0,1,4,0,0,25,49682,0,0,0,0.0,0.010104263113401232,Morning,Central
